Date,Symbol,Available Supply,Unlocked Supply,Block Reward
Feb 11 2025,DOGE,147540602577.15,147540602577.15,147540602577.15
Feb 03 2025,DOGE,147432633785.08,147432633785.08,147432633785.08
Jan 25 2025,DOGE,147311168894.00,147311168894.00,147311168894.00
Jan 17 2025,DOGE,147203200101.93,147203200101.93,147203200101.93
Jan 09 2025,DOGE,147095231309.86,147095231309.86,147095231309.86
Dec 31 2024,DOGE,146973766418.78,146973766418.78,146973766418.78
Dec 23 2024,DOGE,146865797626.71,146865797626.71,146865797626.71
Dec 15 2024,DOGE,146757828834.65,146757828834.65,146757828834.65
Dec 06 2024,DOGE,146636363943.57,146636363943.57,146636363943.57
Nov 28 2024,DOGE,146528395151.50,146528395151.50,146528395151.50
Nov 20 2024,DOGE,146420426359.43,146420426359.43,146420426359.43
Nov 11 2024,DOGE,146298961468.35,146298961468.35,146298961468.35
Nov 03 2024,DOGE,146190992676.28,146190992676.28,146190992676.28
Oct 26 2024,DOGE,146083023884.21,146083023884.21,146083023884.21
Oct 17 2024,DOGE,145961558993.14,145961558993.14,145961558993.14
Oct 09 2024,DOGE,145853590201.07,145853590201.07,145853590201.07
Oct 01 2024,DOGE,145745621409.00,145745621409.00,145745621409.00
Sep 22 2024,DOGE,145624156517.92,145624156517.92,145624156517.92
Sep 14 2024,DOGE,145516187725.85,145516187725.85,145516187725.85
Sep 06 2024,DOGE,145408218933.78,145408218933.78,145408218933.78
Aug 29 2024,DOGE,145300250141.71,145300250141.71,145300250141.71
Aug 20 2024,DOGE,145178785250.63,145178785250.63,145178785250.63
Aug 12 2024,DOGE,145070816458.57,145070816458.57,145070816458.57
Aug 04 2024,DOGE,144962847666.50,144962847666.50,144962847666.50
Jul 26 2024,DOGE,144841382775.42,144841382775.42,144841382775.42
Jul 18 2024,DOGE,144733413983.35,144733413983.35,144733413983.35
Jul 10 2024,DOGE,144625445191.28,144625445191.28,144625445191.28
Jul 01 2024,DOGE,144503980300.20,144503980300.20,144503980300.20
Jun 23 2024,DOGE,144396011508.13,144396011508.13,144396011508.13
Jun 15 2024,DOGE,144288042716.06,144288042716.06,144288042716.06
Jun 06 2024,DOGE,144166577824.99,144166577824.99,144166577824.99
May 29 2024,DOGE,144058609032.92,144058609032.92,144058609032.92
May 21 2024,DOGE,143950640240.85,143950640240.85,143950640240.85
May 12 2024,DOGE,143829175349.77,143829175349.77,143829175349.77
May 04 2024,DOGE,143721206557.70,143721206557.70,143721206557.70
Apr 26 2024,DOGE,143613237765.63,143613237765.63,143613237765.63
Apr 17 2024,DOGE,143491772874.56,143491772874.56,143491772874.56
Apr 09 2024,DOGE,143383804082.49,143383804082.49,143383804082.49
Apr 01 2024,DOGE,143275835290.42,143275835290.42,143275835290.42
Mar 24 2024,DOGE,0,143167866498.35,143167866498.35
Mar 15 2024,DOGE,0,143046401607.27,143046401607.27
Mar 07 2024,DOGE,0,142938432815.20,142938432815.20
Feb 28 2024,DOGE,0,142830464023.13,142830464023.13
Feb 19 2024,DOGE,0,142708999132.05,142708999132.05
Feb 11 2024,DOGE,0,142601030339.99,142601030339.99
Feb 03 2024,DOGE,0,142493061547.92,142493061547.92
Jan 25 2024,DOGE,0,142371596656.84,142371596656.84
Jan 17 2024,DOGE,0,142263627864.77,142263627864.77
Jan 09 2024,DOGE,0,142155659072.70,142155659072.70
Dec 31 2023,DOGE,0,142034194181.62,142034194181.62
Dec 23 2023,DOGE,0,141926225389.55,141926225389.55
Dec 15 2023,DOGE,0,141818256597.48,141818256597.48
Dec 06 2023,DOGE,0,141696791706.41,141696791706.41
Nov 28 2023,DOGE,0,141588822914.34,141588822914.34
Nov 20 2023,DOGE,0,141480854122.27,141480854122.27
Nov 12 2023,DOGE,0,141372885330.20,141372885330.20
Nov 03 2023,DOGE,0,141251420439.12,141251420439.12
Oct 26 2023,DOGE,0,141143451647.05,141143451647.05
Oct 18 2023,DOGE,0,141035482854.98,141035482854.98
Oct 09 2023,DOGE,0,140914017963.91,140914017963.91
Oct 01 2023,DOGE,0,140806049171.84,140806049171.84
Sep 23 2023,DOGE,0,140698080379.77,140698080379.77
Sep 14 2023,DOGE,0,140576615488.69,140576615488.69
Sep 06 2023,DOGE,0,140468646696.62,140468646696.62
Aug 29 2023,DOGE,0,140360677904.55,140360677904.55
Aug 20 2023,DOGE,0,140239213013.47,140239213013.47
Aug 12 2023,DOGE,0,140131244221.40,140131244221.40
Aug 04 2023,DOGE,0,140023275429.34,140023275429.34
Jul 26 2023,DOGE,0,139901810538.26,139901810538.26
Jul 18 2023,DOGE,0,139793841746.19,139793841746.19
Jul 18 2023,DOGE,0,139793841746.19,139793841746.19
Jul 10 2023,DOGE,0,139685872954.12,139685872954.12
Jul 01 2023,DOGE,0,139564408063.04,139564408063.04
Jun 23 2023,DOGE,0,139456439270.97,139456439270.97
Jun 15 2023,DOGE,0,139348470478.90,139348470478.90
Jun 07 2023,DOGE,0,139240501686.83,139240501686.83
May 29 2023,DOGE,0,139119036795.76,139119036795.76
May 21 2023,DOGE,0,139011068003.69,139011068003.69
May 13 2023,DOGE,0,138903099211.62,138903099211.62
May 04 2023,DOGE,0,138781634320.54,138781634320.54
Apr 26 2023,DOGE,0,138673665528.47,138673665528.47
Apr 18 2023,DOGE,0,138565696736.40,138565696736.40
Apr 09 2023,DOGE,0,138444231845.33,138444231845.33
Apr 01 2023,DOGE,0,138336263053.26,138336263053.26
Mar 24 2023,DOGE,0,138228294261.19,138228294261.19
Mar 15 2023,DOGE,0,138106829370.11,138106829370.11
Mar 07 2023,DOGE,0,137998860578.04,137998860578.04
Feb 27 2023,DOGE,0,137890891785.97,137890891785.97
Feb 18 2023,DOGE,0,137769426894.89,137769426894.89
Feb 10 2023,DOGE,0,137661458102.82,137661458102.82
Feb 02 2023,DOGE,0,137553489310.76,137553489310.76
Jan 24 2023,DOGE,0,137432024419.68,137432024419.68
Jan 16 2023,DOGE,0,137324055627.61,137324055627.61
Jan 08 2023,DOGE,0,137216086835.54,137216086835.54
Dec 31 2022,DOGE,0,137108118043.47,137108118043.47
Dec 22 2022,DOGE,0,136986653152.39,136986653152.39
Dec 14 2022,DOGE,0,136878684360.32,136878684360.32
Dec 06 2022,DOGE,0,136770715568.25,136770715568.25
Nov 27 2022,DOGE,0,136649250677.18,136649250677.18
Nov 19 2022,DOGE,0,136541281885.11,136541281885.11
Nov 11 2022,DOGE,0,136433313093.04,136433313093.04
Nov 02 2022,DOGE,0,136311848201.96,136311848201.96
Oct 25 2022,DOGE,0,136203879409.89,136203879409.89
Oct 17 2022,DOGE,0,136095910617.82,136095910617.82
Oct 08 2022,DOGE,0,135974445726.74,135974445726.74
Sep 30 2022,DOGE,0,135866476934.68,135866476934.68
Sep 22 2022,DOGE,0,135758508142.61,135758508142.61
Sep 13 2022,DOGE,0,135637043251.53,135637043251.53
Sep 05 2022,DOGE,0,135529074459.46,135529074459.46
Aug 28 2022,DOGE,0,135421105667.39,135421105667.39
Aug 19 2022,DOGE,0,135299640776.31,135299640776.31
Aug 11 2022,DOGE,0,135191671984.24,135191671984.24
Aug 03 2022,DOGE,0,135083703192.17,135083703192.17
Jul 26 2022,DOGE,0,134975734400.11,134975734400.11
Jul 17 2022,DOGE,0,134854269509.03,134854269509.03
Jul 09 2022,DOGE,0,134746300716.96,134746300716.96
Jul 01 2022,DOGE,0,134638331924.89,134638331924.89
Jun 22 2022,DOGE,0,134516867033.81,134516867033.81
Jun 14 2022,DOGE,0,134408898241.74,134408898241.74
Jun 06 2022,DOGE,0,134300929449.67,134300929449.67
May 28 2022,DOGE,0,134179464558.60,134179464558.60
May 20 2022,DOGE,0,134071495766.53,134071495766.53
May 12 2022,DOGE,0,133963526974.46,133963526974.46
May 03 2022,DOGE,0,133842062083.38,133842062083.38
Apr 25 2022,DOGE,0,133734093291.31,133734093291.31
Apr 17 2022,DOGE,0,133626124499.24,133626124499.24
Apr 08 2022,DOGE,0,133504659608.16,133504659608.16
Mar 31 2022,DOGE,0,133396690816.10,133396690816.10
Mar 23 2022,DOGE,0,133288722024.03,133288722024.03
Mar 14 2022,DOGE,0,133167257132.95,133167257132.95
Mar 06 2022,DOGE,0,133059288340.88,133059288340.88
Feb 26 2022,DOGE,0,132951319548.81,132951319548.81
Feb 18 2022,DOGE,0,132843350756.74,132843350756.74
Feb 09 2022,DOGE,0,132721885865.66,132721885865.66
Feb 01 2022,DOGE,0,132613917073.59,132613917073.59
Jan 24 2022,DOGE,0,132505948281.53,132505948281.53
Jan 15 2022,DOGE,0,132384483390.45,132384483390.45
Jan 07 2022,DOGE,0,132276514598.38,132276514598.38
Dec 30 2021,DOGE,0,132168545806.31,132168545806.31
Dec 21 2021,DOGE,0,132047080915.23,132047080915.23
Dec 13 2021,DOGE,0,131939112123.16,131939112123.16
Dec 05 2021,DOGE,0,131831143331.09,131831143331.09
Nov 26 2021,DOGE,0,131709678440.02,131709678440.02
Nov 18 2021,DOGE,0,131601709647.95,131601709647.95
Nov 10 2021,DOGE,0,131493740855.88,131493740855.88
Nov 01 2021,DOGE,0,131372275964.80,131372275964.80
Oct 24 2021,DOGE,0,131264307172.73,131264307172.73
Oct 16 2021,DOGE,0,131156338380.66,131156338380.66
Oct 07 2021,DOGE,0,131034873489.58,131034873489.58
Sep 29 2021,DOGE,0,130926904697.51,130926904697.51
Sep 21 2021,DOGE,0,130818935905.45,130818935905.45
Sep 13 2021,DOGE,0,130710967113.38,130710967113.38
Sep 04 2021,DOGE,0,130589502222.30,130589502222.30
Aug 27 2021,DOGE,0,130481533430.23,130481533430.23
Aug 19 2021,DOGE,0,130373564638.16,130373564638.16
Aug 10 2021,DOGE,0,130252099747.08,130252099747.08
Aug 02 2021,DOGE,0,130144130955.01,130144130955.01
Jul 25 2021,DOGE,0,130036162162.94,130036162162.94
Jul 16 2021,DOGE,0,129914697271.87,129914697271.87
Jul 08 2021,DOGE,0,129806728479.80,129806728479.80
Jun 30 2021,DOGE,0,129698759687.73,129698759687.73
Jun 21 2021,DOGE,0,129577294796.65,129577294796.65
Jun 13 2021,DOGE,0,129469326004.58,129469326004.58
Jun 05 2021,DOGE,0,129361357212.51,129361357212.51
May 27 2021,DOGE,0,129239892321.44,129239892321.44
May 19 2021,DOGE,0,129131923529.37,129131923529.37
May 11 2021,DOGE,0,129023954737.30,129023954737.30
May 02 2021,DOGE,0,128902489846.22,128902489846.22
Apr 24 2021,DOGE,0,128794521054.15,128794521054.15
Apr 16 2021,DOGE,0,128686552262.08,128686552262.08
Apr 08 2021,DOGE,0,128578583470.01,128578583470.01
Mar 30 2021,DOGE,0,128457118578.93,128457118578.93
Mar 22 2021,DOGE,0,128349149786.87,128349149786.87
Mar 14 2021,DOGE,0,128241180994.80,128241180994.80
Mar 05 2021,DOGE,0,128119716103.72,128119716103.72
Feb 25 2021,DOGE,0,128011747311.65,128011747311.65
Feb 17 2021,DOGE,0,127903778519.58,127903778519.58
Feb 08 2021,DOGE,0,127782313628.50,127782313628.50
Jan 31 2021,DOGE,0,127674344836.43,127674344836.43
Jan 23 2021,DOGE,0,127566376044.36,127566376044.36
Jan 14 2021,DOGE,0,127444911153.29,127444911153.29
Jan 06 2021,DOGE,0,127336942361.22,127336942361.22
Dec 29 2020,DOGE,0,127228973569.15,127228973569.15
Dec 20 2020,DOGE,0,127107508678.07,127107508678.07
Dec 12 2020,DOGE,0,126999539886.00,126999539886.00
Dec 04 2020,DOGE,0,126891571093.93,126891571093.93
Nov 26 2020,DOGE,0,126783602301.86,126783602301.86
Nov 17 2020,DOGE,0,126662137410.79,126662137410.79
Nov 09 2020,DOGE,0,126554168618.72,126554168618.72
Nov 01 2020,DOGE,0,126446199826.65,126446199826.65
Oct 23 2020,DOGE,0,126324734935.57,126324734935.57
Oct 15 2020,DOGE,0,126216766143.50,126216766143.50
Oct 07 2020,DOGE,0,126108797351.43,126108797351.43
Sep 28 2020,DOGE,0,125987332460.35,125987332460.35
Sep 20 2020,DOGE,0,125879363668.28,125879363668.28
Sep 12 2020,DOGE,0,125771394876.22,125771394876.22
Sep 03 2020,DOGE,0,125649929985.14,125649929985.14
Aug 26 2020,DOGE,0,125541961193.07,125541961193.07
Aug 18 2020,DOGE,0,125433992401.00,125433992401.00
Aug 09 2020,DOGE,0,125312527509.92,125312527509.92
Aug 01 2020,DOGE,0,125204558717.85,125204558717.85
Jul 24 2020,DOGE,0,125096589925.78,125096589925.78
Jul 15 2020,DOGE,0,124975125034.71,124975125034.71
Jul 07 2020,DOGE,0,124867156242.64,124867156242.64
Jun 29 2020,DOGE,0,124759187450.57,124759187450.57
Jun 21 2020,DOGE,0,124651218658.50,124651218658.50
Jun 12 2020,DOGE,0,124529753767.42,124529753767.42
Jun 04 2020,DOGE,0,124421784975.35,124421784975.35
May 27 2020,DOGE,0,124313816183.28,124313816183.28
May 18 2020,DOGE,0,124192351292.21,124192351292.21
May 10 2020,DOGE,0,124084382500.14,124084382500.14
May 02 2020,DOGE,0,123976413708.07,123976413708.07
Apr 23 2020,DOGE,0,123854948816.99,123854948816.99
Apr 15 2020,DOGE,0,123746980024.92,123746980024.92
Apr 07 2020,DOGE,0,123639011232.85,123639011232.85
Mar 29 2020,DOGE,0,123517546341.77,123517546341.77
Mar 21 2020,DOGE,0,123409577549.70,123409577549.70
Mar 13 2020,DOGE,0,123301608757.64,123301608757.64
Mar 04 2020,DOGE,0,123180143866.56,123180143866.56
Feb 25 2020,DOGE,0,123072175074.49,123072175074.49
Feb 17 2020,DOGE,0,122964206282.42,122964206282.42
Feb 08 2020,DOGE,0,122842741391.34,122842741391.34
Jan 31 2020,DOGE,0,122734772599.27,122734772599.27
Jan 23 2020,DOGE,0,122626803807.20,122626803807.20
Jan 15 2020,DOGE,0,122518835015.13,122518835015.13
Jan 06 2020,DOGE,0,122397370124.06,122397370124.06
Dec 29 2019,DOGE,0,122289401331.99,122289401331.99
Dec 21 2019,DOGE,0,122181432539.92,122181432539.92
Dec 12 2019,DOGE,0,122059967648.84,122059967648.84
Dec 04 2019,DOGE,0,121951998856.77,121951998856.77
Nov 26 2019,DOGE,0,121844030064.70,121844030064.70
Nov 17 2019,DOGE,0,121722565173.62,121722565173.62
Nov 09 2019,DOGE,0,121614596381.56,121614596381.56
Nov 01 2019,DOGE,0,121506627589.49,121506627589.49
Oct 23 2019,DOGE,0,121385162698.41,121385162698.41
Oct 15 2019,DOGE,0,121277193906.34,121277193906.34
Oct 07 2019,DOGE,0,121169225114.27,121169225114.27
Sep 28 2019,DOGE,0,121047760223.19,121047760223.19
Sep 20 2019,DOGE,0,120939791431.12,120939791431.12
Sep 12 2019,DOGE,0,120831822639.05,120831822639.05
Sep 03 2019,DOGE,0,120710357747.98,120710357747.98
Aug 26 2019,DOGE,0,120602388955.91,120602388955.91
Aug 18 2019,DOGE,0,120494420163.84,120494420163.84
Aug 10 2019,DOGE,0,120386451371.77,120386451371.77
Aug 01 2019,DOGE,0,120264986480.69,120264986480.69
Jul 24 2019,DOGE,0,120157017688.62,120157017688.62
Jul 16 2019,DOGE,0,120049048896.55,120049048896.55
Jul 07 2019,DOGE,0,119927584005.48,119927584005.48
Jun 29 2019,DOGE,0,119819615213.41,119819615213.41
Jun 21 2019,DOGE,0,119711646421.34,119711646421.34
Jun 12 2019,DOGE,0,119590181530.26,119590181530.26
Jun 04 2019,DOGE,0,119482212738.19,119482212738.19
May 27 2019,DOGE,0,119374243946.12,119374243946.12
May 18 2019,DOGE,0,119252779055.04,119252779055.04
May 10 2019,DOGE,0,119144810262.98,119144810262.98
May 02 2019,DOGE,0,119036841470.91,119036841470.91
Apr 23 2019,DOGE,0,118915376579.83,118915376579.83
Apr 15 2019,DOGE,0,118807407787.76,118807407787.76
Apr 07 2019,DOGE,0,118699438995.69,118699438995.69
Mar 29 2019,DOGE,0,118577974104.61,118577974104.61
Mar 21 2019,DOGE,0,118470005312.54,118470005312.54
Mar 13 2019,DOGE,0,118362036520.47,118362036520.47
Mar 05 2019,DOGE,0,118254067728.41,118254067728.41
Feb 24 2019,DOGE,0,118132602837.33,118132602837.33
Feb 16 2019,DOGE,0,118024634045.26,118024634045.26
Feb 08 2019,DOGE,0,117916665253.19,117916665253.19
Jan 30 2019,DOGE,0,117795200362.11,117795200362.11
Jan 22 2019,DOGE,0,117687231570.04,117687231570.04
Jan 14 2019,DOGE,0,117579262777.97,117579262777.97
Jan 05 2019,DOGE,0,117457797886.90,117457797886.90
Dec 28 2018,DOGE,0,117349829094.83,117349829094.83
Dec 20 2018,DOGE,0,117241860302.76,117241860302.76
Dec 11 2018,DOGE,0,117120395411.68,117120395411.68
Dec 03 2018,DOGE,0,117012426619.61,117012426619.61
Nov 25 2018,DOGE,0,116904457827.54,116904457827.54
Nov 16 2018,DOGE,0,116782992936.46,116782992936.46
Nov 08 2018,DOGE,0,116675024144.39,116675024144.39
Oct 31 2018,DOGE,0,116567055352.33,116567055352.33
Oct 22 2018,DOGE,0,116445590461.25,116445590461.25
Oct 14 2018,DOGE,0,116337621669.18,116337621669.18
Oct 06 2018,DOGE,0,116229652877.11,116229652877.11
Sep 28 2018,DOGE,0,116121684085.04,116121684085.04
Sep 19 2018,DOGE,0,116000219193.96,116000219193.96
Sep 11 2018,DOGE,0,115892250401.89,115892250401.89
Sep 03 2018,DOGE,0,115784281609.82,115784281609.82
Aug 25 2018,DOGE,0,115662816718.75,115662816718.75
Aug 17 2018,DOGE,0,115554847926.68,115554847926.68
Aug 09 2018,DOGE,0,115446879134.61,115446879134.61
Jul 31 2018,DOGE,0,115325414243.53,115325414243.53
Jul 23 2018,DOGE,0,115217445451.46,115217445451.46
Jul 15 2018,DOGE,0,115109476659.39,115109476659.39
Jul 06 2018,DOGE,0,114988011768.32,114988011768.32
Jun 28 2018,DOGE,0,114880042976.25,114880042976.25
Jun 20 2018,DOGE,0,114772074184.18,114772074184.18
Jun 11 2018,DOGE,0,114650609293.10,114650609293.10
Jun 03 2018,DOGE,0,114542640501.03,114542640501.03
May 26 2018,DOGE,0,114434671708.96,114434671708.96
May 17 2018,DOGE,0,114313206817.88,114313206817.88
May 09 2018,DOGE,0,114205238025.81,114205238025.81
May 01 2018,DOGE,0,114097269233.75,114097269233.75
Apr 23 2018,DOGE,0,113989300441.68,113989300441.68
Apr 14 2018,DOGE,0,113867835550.60,113867835550.60
Apr 06 2018,DOGE,0,113759866758.53,113759866758.53
Mar 29 2018,DOGE,0,113651897966.46,113651897966.46
Mar 20 2018,DOGE,0,113530433075.38,113530433075.38
Mar 12 2018,DOGE,0,113422464283.31,113422464283.31
Mar 04 2018,DOGE,0,113314495491.24,113314495491.24
Feb 23 2018,DOGE,0,113193030600.17,113193030600.17
Feb 15 2018,DOGE,0,113085061808.10,113085061808.10
Feb 07 2018,DOGE,0,112977093016.03,112977093016.03
Jan 29 2018,DOGE,0,112855628124.95,112855628124.95
Jan 21 2018,DOGE,0,112747659332.88,112747659332.88
Jan 13 2018,DOGE,0,112639690540.81,112639690540.81
Jan 04 2018,DOGE,0,112518225649.73,112518225649.73
Dec 27 2017,DOGE,0,112410256857.67,112410256857.67
Dec 19 2017,DOGE,0,112302288065.60,112302288065.60
Dec 11 2017,DOGE,0,112194319273.53,112194319273.53
Dec 02 2017,DOGE,0,112072854382.45,112072854382.45
Nov 24 2017,DOGE,0,111964885590.38,111964885590.38
Nov 16 2017,DOGE,0,111856916798.31,111856916798.31
Nov 07 2017,DOGE,0,111735451907.23,111735451907.23
Oct 30 2017,DOGE,0,111627483115.16,111627483115.16
Oct 22 2017,DOGE,0,111519514323.10,111519514323.10
Oct 13 2017,DOGE,0,111398049432.02,111398049432.02
Oct 05 2017,DOGE,0,111290080639.95,111290080639.95
Sep 27 2017,DOGE,0,111182111847.88,111182111847.88
Sep 18 2017,DOGE,0,111060646956.80,111060646956.80
Sep 10 2017,DOGE,0,110952678164.73,110952678164.73
Sep 02 2017,DOGE,0,110844709372.66,110844709372.66
Aug 24 2017,DOGE,0,110723244481.59,110723244481.59
Aug 16 2017,DOGE,0,110615275689.52,110615275689.52
Aug 08 2017,DOGE,0,110507306897.45,110507306897.45
Jul 30 2017,DOGE,0,110385842006.37,110385842006.37
Jul 22 2017,DOGE,0,110277873214.30,110277873214.30
Jul 14 2017,DOGE,0,110169904422.23,110169904422.23
Jul 06 2017,DOGE,0,110061935630.16,110061935630.16
Jun 27 2017,DOGE,0,109940470739.09,109940470739.09
Jun 19 2017,DOGE,0,109832501947.02,109832501947.02
Jun 11 2017,DOGE,0,109724533154.95,109724533154.95
Jun 02 2017,DOGE,0,109603068263.87,109603068263.87
May 25 2017,DOGE,0,109495099471.80,109495099471.80
May 17 2017,DOGE,0,109387130679.73,109387130679.73
May 08 2017,DOGE,0,109265665788.65,109265665788.65
Apr 30 2017,DOGE,0,109157696996.58,109157696996.58
Apr 22 2017,DOGE,0,109049728204.52,109049728204.52
Apr 13 2017,DOGE,0,108928263313.44,108928263313.44
Apr 05 2017,DOGE,0,108820294521.37,108820294521.37
Mar 28 2017,DOGE,0,108712325729.30,108712325729.30
Mar 19 2017,DOGE,0,108590860838.22,108590860838.22
Mar 11 2017,DOGE,0,108482892046.15,108482892046.15
Mar 03 2017,DOGE,0,108374923254.08,108374923254.08
Feb 22 2017,DOGE,0,108253458363.01,108253458363.01
Feb 14 2017,DOGE,0,108145489570.94,108145489570.94
Feb 06 2017,DOGE,0,108037520778.87,108037520778.87
Jan 29 2017,DOGE,0,107929551986.80,107929551986.80
Jan 20 2017,DOGE,0,107808087095.72,107808087095.72
Jan 12 2017,DOGE,0,107700118303.65,107700118303.65
Jan 04 2017,DOGE,0,107592149511.58,107592149511.58
Dec 26 2016,DOGE,0,107470684620.50,107470684620.50
Dec 18 2016,DOGE,0,107362715828.44,107362715828.44
Dec 10 2016,DOGE,0,107254747036.37,107254747036.37
Dec 01 2016,DOGE,0,107133282145.29,107133282145.29
Nov 23 2016,DOGE,0,107025313353.22,107025313353.22
Nov 15 2016,DOGE,0,106917344561.15,106917344561.15
Nov 06 2016,DOGE,0,106795879670.07,106795879670.07
Oct 29 2016,DOGE,0,106687910878.00,106687910878.00
Oct 21 2016,DOGE,0,106579942085.93,106579942085.93
Oct 12 2016,DOGE,0,106458477194.86,106458477194.86
Oct 04 2016,DOGE,0,106350508402.79,106350508402.79
Sep 26 2016,DOGE,0,106242539610.72,106242539610.72
Sep 17 2016,DOGE,0,106121074719.64,106121074719.64
Sep 09 2016,DOGE,0,106013105927.57,106013105927.57
Sep 01 2016,DOGE,0,105905137135.50,105905137135.50
Aug 24 2016,DOGE,0,105797168343.43,105797168343.43
Aug 15 2016,DOGE,0,105675703452.36,105675703452.36
Aug 07 2016,DOGE,0,105567734660.29,105567734660.29
Jul 30 2016,DOGE,0,105459765868.22,105459765868.22
Jul 21 2016,DOGE,0,105338300977.14,105338300977.14
Jul 13 2016,DOGE,0,105230332185.07,105230332185.07
Jul 05 2016,DOGE,0,105122363393.00,105122363393.00
Jun 26 2016,DOGE,0,105000898501.92,105000898501.92
Jun 18 2016,DOGE,0,104892929709.86,104892929709.86
Jun 10 2016,DOGE,0,104784960917.79,104784960917.79
Jun 01 2016,DOGE,0,104663496026.71,104663496026.71
May 24 2016,DOGE,0,104555527234.64,104555527234.64
May 16 2016,DOGE,0,104447558442.57,104447558442.57
May 07 2016,DOGE,0,104326093551.49,104326093551.49
Apr 29 2016,DOGE,0,104218124759.42,104218124759.42
Apr 21 2016,DOGE,0,104110155967.35,104110155967.35
Apr 12 2016,DOGE,0,103988691076.28,103988691076.28
Apr 04 2016,DOGE,0,103880722284.21,103880722284.21
Mar 27 2016,DOGE,0,103772753492.14,103772753492.14
Mar 19 2016,DOGE,0,103664784700.07,103664784700.07
Mar 10 2016,DOGE,0,103543319808.99,103543319808.99
Mar 02 2016,DOGE,0,103435351016.92,103435351016.92
Feb 23 2016,DOGE,0,103327382224.85,103327382224.85
Feb 14 2016,DOGE,0,103205917333.78,103205917333.78
Feb 06 2016,DOGE,0,103097948541.71,103097948541.71
Jan 29 2016,DOGE,0,102989979749.64,102989979749.64
Jan 20 2016,DOGE,0,102868514858.56,102868514858.56
Jan 12 2016,DOGE,0,102760546066.49,102760546066.49
Jan 04 2016,DOGE,0,102652577274.42,102652577274.42
Dec 26 2015,DOGE,0,102531112383.34,102531112383.34
Dec 18 2015,DOGE,0,102423143591.27,102423143591.27
Dec 10 2015,DOGE,0,102315174799.21,102315174799.21
Dec 01 2015,DOGE,0,102193709908.13,102193709908.13
Nov 23 2015,DOGE,0,102085741116.06,102085741116.06
Nov 15 2015,DOGE,0,101977772323.99,101977772323.99
Nov 06 2015,DOGE,0,101856307432.91,101856307432.91
Oct 29 2015,DOGE,0,101748338640.84,101748338640.84
Oct 21 2015,DOGE,0,101640369848.77,101640369848.77
Oct 13 2015,DOGE,0,101532401056.70,101532401056.70
Oct 04 2015,DOGE,0,101410936165.63,101410936165.63
Sep 26 2015,DOGE,0,101302967373.56,101302967373.56
Sep 18 2015,DOGE,0,101194998581.49,101194998581.49
Sep 09 2015,DOGE,0,101073533690.41,101073533690.41
Sep 01 2015,DOGE,0,100965564898.34,100965564898.34
Aug 24 2015,DOGE,0,100857596106.27,100857596106.27
Aug 15 2015,DOGE,0,100736131215.20,100736131215.20
Aug 07 2015,DOGE,0,100628162423.13,100628162423.13
Jul 30 2015,DOGE,0,100520193631.06,100520193631.06
Jul 21 2015,DOGE,0,100398728739.98,100398728739.98
Jul 13 2015,DOGE,0,100290759947.91,100290759947.91
Jul 05 2015,DOGE,0,100182791155.84,100182791155.84
Jun 26 2015,DOGE,0,100061326264.76,100061326264.76
Jun 18 2015,DOGE,0,99953357472.69,99953357472.69
Jun 10 2015,DOGE,0,99845388680.63,99845388680.63
Jun 01 2015,DOGE,0,99723923789.55,99723923789.55
May 24 2015,DOGE,0,99615954997.48,99615954997.48
May 16 2015,DOGE,0,99507986205.41,99507986205.41
May 08 2015,DOGE,0,99400017413.34,99400017413.34
Apr 29 2015,DOGE,0,99278552522.26,99278552522.26
Apr 21 2015,DOGE,0,99170583730.19,99170583730.19
Apr 13 2015,DOGE,0,99062614938.12,99062614938.12
Apr 04 2015,DOGE,0,98941150047.05,98941150047.05
Mar 27 2015,DOGE,0,98833181254.98,98833181254.98
Mar 19 2015,DOGE,0,98725212462.91,98725212462.91
Mar 10 2015,DOGE,0,98603747571.83,98603747571.83
Mar 02 2015,DOGE,0,98495778779.76,98495778779.76
Feb 22 2015,DOGE,0,98358754130.01,98358754130.01
Feb 13 2015,DOGE,0,98166227857.30,98166227857.30
Feb 05 2015,DOGE,0,97995093392.67,97995093392.67
Jan 28 2015,DOGE,0,97823958928.05,97823958928.05
Jan 19 2015,DOGE,0,97631432655.34,97631432655.34
Jan 11 2015,DOGE,0,97460298190.71,97460298190.71
Jan 03 2015,DOGE,0,97289163726.09,97289163726.09
Dec 26 2014,DOGE,0,97118029261.46,97118029261.46
Dec 17 2014,DOGE,0,96925502988.75,96925502988.75
Dec 09 2014,DOGE,0,96633778912.09,96633778912.09
Dec 01 2014,DOGE,0,96291541978.61,96291541978.61
Nov 22 2014,DOGE,0,95906525428.44,95906525428.44
Nov 14 2014,DOGE,0,95564288494.96,95564288494.96
Nov 06 2014,DOGE,0,95222051561.48,95222051561.48
Oct 28 2014,DOGE,0,94837035011.31,94837035011.31
Oct 20 2014,DOGE,0,94494798077.83,94494798077.83
Oct 12 2014,DOGE,0,94152561144.35,94152561144.35
Oct 03 2014,DOGE,0,93767544594.19,93767544594.19
Sep 25 2014,DOGE,0,93148769246.73,93148769246.73
Sep 17 2014,DOGE,0,92514969126.45,92514969126.45
Sep 08 2014,DOGE,0,91801943991.14,91801943991.14
Aug 31 2014,DOGE,0,91168143870.87,91168143870.87
